Previous_Sem_Mark,Attendance,Arrears_Count,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Media_Usage,Stress_Level,Internet_Access,Hostel_or_DayScholar,Travel_Time_Minutes,Part_Time_Job,Next_Sem_Mark,Result
100,91,6,5.2,6.4,Low,High,Limited,DayScholar,62,Yes,59,Pass
50,92,9,6.4,9.2,Low,Low,Limited,DayScholar,100,Yes,29,Fail
99,56,4,6.0,4.6,High,Low,Limited,DayScholar,4,Yes,46,Pass
86,94,5,4.4,8.6,Medium,Low,Limited,DayScholar,32,No,58,Pass
64,75,7,9.0,4.0,Low,Medium,Limited,Hosteller,55,No,52,Pass
82,60,1,1.2,6.2,High,Low,Limited,DayScholar,33,No,42,Pass
89,94,1,7.7,8.1,Medium,High,Unlimited,Hosteller,6,No,70,Pass
65,85,8,4.2,8.2,Low,Low,Unlimited,Hosteller,104,No,35,Pass
35,93,6,1.5,4.3,Medium,Medium,Limited,Hosteller,86,No,12,Fail
93,76,10,0.0,4.4,Medium,Medium,Limited,Hosteller,56,No,41,Pass
89,71,9,9.9,4.2,Low,Low,Limited,DayScholar,94,No,57,Pass
83,88,3,8.4,3.9,High,Medium,Limited,Hosteller,72,No,54,Pass
99,92,9,7.2,8.1,Low,High,Unlimited,DayScholar,5,No,68,Pass
96,92,8,2.6,3.2,Medium,High,Unlimited,Hosteller,58,Yes,45,Pass
45,52,1,6.5,4.6,Medium,High,Limited,DayScholar,52,Yes,22,Fail
39,53,6,9.1,7.2,Low,Medium,Unlimited,Hosteller,68,No,18,Fail
38,86,5,5.8,5.1,Medium,Medium,Limited,Hosteller,5,Yes,26,Fail
33,52,4,4.0,9.4,Medium,Low,Unlimited,DayScholar,57,No,13,Fail
78,92,10,1.3,5.2,Low,Medium,Limited,DayScholar,90,Yes,37,Pass
100,77,4,7.9,4.2,Medium,Medium,Limited,DayScholar,92,No,68,Pass
91,92,1,3.9,9.7,High,Low,Limited,Hosteller,77,Yes,40,Pass
86,52,5,4.5,8.5,Medium,High,Unlimited,DayScholar,27,No,38,Pass
100,100,3,9.0,6.0,Medium,High,Limited,Hosteller,91,No,68,Pass
33,98,5,7.4,9.1,Low,Medium,Limited,Hosteller,23,Yes,10,Fail
80,54,8,8.4,6.9,High,High,Limited,DayScholar,38,No,42,Pass
48,97,8,8.5,9.8,Medium,Low,Unlimited,Hosteller,0,No,30,Fail
70,70,3,9.0,4.1,Medium,Medium,Limited,Hosteller,107,No,46,Pass
33,50,3,2.5,4.7,Low,Low,Limited,Hosteller,96,No,16,Fail
92,56,6,8.6,4.7,High,High,Limited,DayScholar,95,Yes,37,Pass
72,89,1,5.9,7.6,Low,Low,Unlimited,DayScholar,90,No,58,Pass
42,53,7,7.5,3.3,Low,Medium,Unlimited,Hosteller,114,No,17,Fail
34,96,3,3.3,6.5,Medium,High,Unlimited,Hosteller,14,No,22,Fail
100,83,3,3.5,6.7,High,Low,Unlimited,DayScholar,23,Yes,52,Pass
66,82,0,7.6,3.3,Medium,Low,Limited,DayScholar,10,Yes,44,Pass
86,93,5,9.6,3.5,Low,Medium,Unlimited,Hosteller,44,Yes,62,Pass
78,90,1,8.8,3.3,High,Medium,Unlimited,DayScholar,96,No,56,Pass
50,94,0,2.2,8.3,Low,Low,Limited,Hosteller,52,No,31,Fail
97,71,1,9.5,6.3,Medium,Low,Unlimited,Hosteller,100,Yes,58,Pass
70,83,0,6.3,5.5,Medium,Low,Unlimited,DayScholar,65,No,62,Pass
97,77,1,8.1,7.3,High,Low,Unlimited,Hosteller,40,Yes,58,Pass
91,78,10,8.4,6.9,Medium,Low,Limited,Hosteller,83,Yes,59,Pass
41,94,8,9.4,7.9,Low,High,Limited,DayScholar,39,Yes,23,Fail
94,78,4,8.8,8.7,High,High,Limited,Hosteller,49,Yes,50,Pass
66,62,2,8.7,8.2,High,Medium,Unlimited,DayScholar,15,Yes,35,Pass
86,79,8,4.9,4.9,Low,Low,Limited,DayScholar,55,Yes,61,Pass
73,85,4,1.9,4.6,Low,Low,Limited,DayScholar,116,No,39,Pass
73,71,6,2.0,6.7,Low,High,Limited,DayScholar,7,No,36,Pass
87,98,1,5.7,3.0,Medium,Medium,Unlimited,DayScholar,16,No,59,Pass
52,75,9,8.2,4.1,Low,Low,Limited,Hosteller,5,Yes,34,Fail
68,51,5,7.4,6.4,High,Low,Unlimited,Hosteller,93,No,35,Pass
44,100,0,0.5,7.9,Medium,Medium,Limited,Hosteller,25,No,19,Fail
39,93,4,6.0,8.5,Medium,High,Unlimited,DayScholar,52,Yes,15,Fail
98,59,5,3.1,9.0,Low,Low,Unlimited,Hosteller,78,Yes,43,Pass
31,80,6,5.9,3.0,Medium,Medium,Limited,DayScholar,97,No,6,Fail
75,74,3,3.8,9.3,Medium,Medium,Limited,Hosteller,52,No,41,Pass
75,80,10,9.0,5.2,Low,High,Unlimited,DayScholar,20,Yes,52,Pass
94,93,2,3.7,6.8,Low,Medium,Limited,Hosteller,15,No,64,Pass
97,58,2,5.1,8.2,High,High,Unlimited,Hosteller,27,Yes,41,Pass
37,87,3,1.8,9.5,Low,Medium,Unlimited,DayScholar,73,No,21,Fail
80,78,4,9.1,5.5,Low,High,Limited,Hosteller,36,No,53,Pass
92,65,2,5.7,5.7,Low,Low,Limited,Hosteller,15,Yes,61,Pass
72,56,9,9.7,8.7,Medium,Medium,Limited,DayScholar,20,Yes,35,Pass
97,60,4,0.5,6.2,Low,Medium,Unlimited,Hosteller,74,No,45,Pass
57,86,6,6.9,5.8,Low,Medium,Unlimited,DayScholar,51,No,46,Pass
75,86,7,1.5,4.9,Low,Low,Unlimited,DayScholar,61,No,41,Pass
51,59,7,9.9,7.3,Low,Low,Limited,DayScholar,104,No,37,Pass
87,100,7,6.7,8.4,Medium,Low,Limited,Hosteller,116,No,57,Pass
71,82,4,8.8,6.3,Low,High,Unlimited,DayScholar,100,Yes,53,Pass
97,60,4,6.4,8.7,Medium,Low,Limited,Hosteller,36,No,62,Pass
90,97,5,4.3,5.6,High,Medium,Unlimited,DayScholar,50,Yes,46,Pass
70,77,7,7.7,5.0,Low,Medium,Unlimited,DayScholar,63,Yes,48,Pass
89,75,3,3.9,10.0,Low,High,Unlimited,Hosteller,9,No,54,Pass
85,90,7,4.6,8.6,Low,Medium,Unlimited,DayScholar,52,Yes,49,Pass
81,79,0,9.2,4.2,High,High,Unlimited,DayScholar,92,No,60,Pass
100,69,2,8.4,9.8,High,High,Limited,Hosteller,102,No,45,Pass
91,79,3,0.8,4.6,Low,Medium,Unlimited,DayScholar,28,No,58,Pass
42,81,0,6.5,9.5,Low,Medium,Unlimited,DayScholar,48,Yes,22,Fail
38,95,9,7.9,6.9,Low,Low,Unlimited,DayScholar,56,No,36,Pass
75,80,6,6.7,3.5,Medium,Medium,Limited,DayScholar,81,Yes,44,Pass
31,81,6,5.8,7.7,Medium,Medium,Unlimited,DayScholar,0,No,16,Fail
35,65,5,8.7,7.0,Low,Low,Limited,Hosteller,114,No,27,Fail
78,88,2,3.3,6.0,Medium,High,Unlimited,Hosteller,53,Yes,39,Pass
94,78,8,4.9,7.5,Low,Medium,Limited,DayScholar,82,No,63,Pass
91,78,3,1.2,6.0,High,Medium,Unlimited,Hosteller,44,Yes,46,Pass
84,87,4,1.0,5.2,Low,Low,Unlimited,Hosteller,75,Yes,51,Pass
65,79,0,4.5,8.3,High,Medium,Limited,DayScholar,45,No,42,Pass
62,66,1,3.6,8.1,Low,Low,Limited,Hosteller,41,No,37,Pass
30,59,4,4.8,6.0,Low,Low,Limited,Hosteller,41,No,20,Fail
39,97,9,7.7,8.6,Medium,Low,Limited,DayScholar,1,No,30,Fail
86,98,6,5.6,9.8,High,Medium,Limited,DayScholar,5,No,50,Pass
35,62,7,9.4,6.0,Low,High,Unlimited,DayScholar,10,No,11,Fail
47,67,1,9.7,5.2,High,High,Limited,Hosteller,109,No,22,Fail
68,99,3,9.5,3.7,High,High,Unlimited,Hosteller,38,Yes,36,Pass
83,88,7,3.6,8.5,High,Low,Limited,Hosteller,13,Yes,40,Pass
49,99,4,9.4,4.7,Low,Medium,Unlimited,DayScholar,109,No,47,Pass
39,92,8,9.3,8.3,Low,Low,Limited,DayScholar,85,No,37,Pass
98,92,0,4.9,6.7,Low,High,Limited,DayScholar,14,Yes,70,Pass
83,96,9,8.2,8.5,High,High,Limited,DayScholar,44,Yes,45,Pass
51,94,3,3.1,8.8,Low,Medium,Unlimited,DayScholar,49,Yes,37,Pass
79,66,10,8.7,6.9,Low,High,Unlimited,DayScholar,49,No,43,Pass
52,53,2,7.9,3.3,Medium,Medium,Unlimited,DayScholar,83,No,33,Fail
60,79,8,7.7,5.5,High,Medium,Limited,DayScholar,118,No,37,Pass
92,65,2,5.5,3.5,Low,High,Limited,Hosteller,20,No,41,Pass
45,88,9,4.8,5.7,Low,Medium,Limited,DayScholar,114,No,25,Fail
82,74,3,5.9,8.6,Medium,Low,Limited,DayScholar,81,No,45,Pass
99,73,10,0.7,6.2,Low,Low,Unlimited,Hosteller,33,No,50,Pass
94,81,3,6.3,4.2,Medium,Medium,Unlimited,Hosteller,96,Yes,63,Pass
53,86,8,8.6,9.8,Medium,Medium,Unlimited,Hosteller,11,Yes,33,Fail
80,90,2,0.3,8.3,High,High,Limited,Hosteller,60,Yes,37,Pass
90,98,0,6.0,4.8,High,High,Limited,Hosteller,55,Yes,51,Pass
42,74,5,7.1,9.9,Low,Medium,Limited,DayScholar,53,No,18,Fail
90,89,3,0.2,6.7,Low,Low,Limited,DayScholar,48,No,56,Pass
98,69,7,7.9,4.6,Medium,High,Unlimited,Hosteller,22,Yes,46,Pass
46,81,1,0.7,6.9,Medium,Medium,Unlimited,DayScholar,82,No,30,Fail
50,74,5,5.9,8.1,Low,Low,Unlimited,DayScholar,61,Yes,25,Fail
44,78,5,2.3,7.7,Low,Low,Unlimited,DayScholar,3,No,35,Pass
64,83,9,4.4,8.4,Medium,High,Limited,DayScholar,51,No,37,Pass
61,96,7,7.3,8.8,Medium,Low,Limited,Hosteller,107,No,35,Pass
89,97,2,9.9,4.0,High,High,Unlimited,DayScholar,93,Yes,52,Pass
70,78,7,8.6,5.5,Medium,High,Limited,DayScholar,50,Yes,47,Pass
35,69,1,9.3,4.3,Low,Low,Unlimited,DayScholar,107,Yes,19,Fail
75,91,8,6.7,9.7,High,Low,Limited,DayScholar,111,Yes,38,Pass
89,91,4,7.1,4.6,Low,High,Unlimited,DayScholar,82,Yes,59,Pass
67,61,0,7.2,3.5,Medium,Medium,Limited,Hosteller,19,No,48,Pass
89,97,9,7.8,4.0,Medium,High,Unlimited,Hosteller,49,Yes,51,Pass
77,76,0,6.7,9.0,Low,High,Limited,Hosteller,80,No,47,Pass
80,60,0,6.3,7.9,High,Low,Unlimited,Hosteller,100,No,42,Pass
39,88,5,8.5,5.0,Low,Low,Limited,Hosteller,27,No,31,Fail
91,97,8,6.9,9.2,Medium,High,Limited,DayScholar,78,No,38,Pass
78,95,4,3.9,8.7,High,High,Limited,DayScholar,29,No,39,Pass
100,58,3,4.2,7.3,Low,Medium,Unlimited,DayScholar,76,Yes,56,Pass
100,91,4,6.4,9.7,Low,High,Limited,Hosteller,88,No,55,Pass
70,83,0,2.2,5.5,Medium,High,Limited,Hosteller,19,Yes,43,Pass
37,83,0,0.7,7.1,Low,High,Limited,DayScholar,1,Yes,16,Fail
88,83,7,6.5,7.5,Low,Medium,Limited,Hosteller,68,Yes,44,Pass
74,96,10,5.2,8.9,Medium,Medium,Limited,Hosteller,9,No,48,Pass
46,55,2,6.2,5.9,Medium,Medium,Unlimited,Hosteller,26,Yes,21,Fail
75,66,3,3.0,4.7,Medium,Low,Limited,Hosteller,47,Yes,40,Pass
38,91,6,3.4,4.4,Low,Low,Unlimited,Hosteller,63,No,14,Fail
87,86,9,3.7,5.9,Low,Low,Unlimited,Hosteller,53,Yes,39,Pass
72,78,3,10.0,8.1,Low,Medium,Limited,Hosteller,89,Yes,59,Pass
30,72,0,4.8,7.4,High,Low,Unlimited,Hosteller,69,No,5,Fail
95,84,6,0.7,6.4,Medium,Low,Unlimited,DayScholar,20,Yes,46,Pass
72,90,4,6.8,7.2,High,High,Limited,Hosteller,5,No,44,Pass
100,59,2,2.0,5.4,Medium,Low,Limited,DayScholar,77,Yes,57,Pass
78,55,0,3.1,8.7,High,Low,Unlimited,Hosteller,73,Yes,37,Pass
55,88,5,10.0,9.4,Medium,High,Unlimited,DayScholar,94,No,33,Fail
56,75,3,2.1,3.9,Low,Medium,Unlimited,DayScholar,3,Yes,35,Pass
34,96,1,8.5,9.0,High,Low,Limited,Hosteller,64,Yes,14,Fail
64,86,5,5.7,5.8,Low,Low,Unlimited,Hosteller,82,Yes,45,Pass
33,99,0,7.3,9.8,Medium,High,Limited,DayScholar,117,Yes,19,Fail
82,99,4,7.5,5.4,High,Low,Limited,DayScholar,20,No,67,Pass
99,100,0,0.5,7.9,Medium,Low,Unlimited,Hosteller,71,Yes,61,Pass
41,78,6,8.3,9.6,Medium,Low,Unlimited,DayScholar,86,No,24,Fail
88,92,0,5.0,6.0,High,Medium,Limited,DayScholar,103,Yes,60,Pass
100,86,5,6.7,7.8,Medium,High,Limited,Hosteller,99,Yes,60,Pass
80,56,9,9.4,4.7,High,Low,Unlimited,DayScholar,78,No,37,Pass
63,79,10,9.0,6.9,Medium,Medium,Limited,DayScholar,81,No,40,Pass
99,74,5,1.8,4.3,Medium,Medium,Unlimited,Hosteller,17,No,42,Pass
76,88,2,9.0,6.8,Low,Low,Unlimited,DayScholar,70,No,71,Pass
41,77,8,2.7,4.8,High,Medium,Limited,Hosteller,17,No,17,Fail
86,69,7,8.8,5.9,High,High,Unlimited,Hosteller,49,No,41,Pass
32,95,2,8.9,3.7,Low,High,Limited,Hosteller,89,Yes,16,Fail
85,72,4,9.0,8.8,Medium,Medium,Unlimited,DayScholar,35,Yes,57,Pass
81,88,7,3.4,4.3,Low,Medium,Unlimited,DayScholar,78,No,39,Pass
61,51,2,9.6,6.9,Low,Low,Limited,Hosteller,38,Yes,43,Pass
37,79,1,3.3,7.2,Medium,Low,Limited,DayScholar,61,No,22,Fail
82,58,10,9.7,5.5,High,Medium,Limited,DayScholar,113,Yes,37,Pass
79,73,7,8.7,7.0,High,Medium,Limited,DayScholar,74,No,43,Pass
36,82,0,7.9,4.9,Low,Low,Unlimited,DayScholar,16,Yes,45,Pass
74,79,9,4.0,4.2,High,Low,Limited,Hosteller,116,No,37,Pass
88,80,2,4.6,5.7,Low,High,Unlimited,Hosteller,38,No,57,Pass
94,76,6,8.5,5.2,Low,Low,Limited,Hosteller,40,No,74,Pass
63,91,0,2.3,6.1,Medium,High,Limited,DayScholar,4,No,37,Pass
70,55,4,7.3,6.9,Low,Low,Unlimited,DayScholar,19,No,45,Pass
90,85,8,7.5,4.2,High,High,Limited,DayScholar,84,Yes,42,Pass
74,67,3,7.8,6.5,Low,Low,Unlimited,DayScholar,30,No,56,Pass
39,92,9,7.1,6.8,Medium,High,Limited,DayScholar,32,No,16,Fail
89,67,2,9.3,7.8,Medium,Low,Unlimited,DayScholar,64,Yes,61,Pass
80,89,10,3.2,6.0,High,Low,Unlimited,Hosteller,105,No,36,Pass
41,77,3,4.2,9.4,Low,High,Limited,DayScholar,1,No,26,Fail
37,87,10,7.4,8.0,Low,High,Unlimited,DayScholar,69,No,22,Fail
79,71,10,7.8,5.9,Low,Medium,Unlimited,DayScholar,63,Yes,39,Pass
87,69,9,8.0,7.4,Low,High,Limited,Hosteller,96,No,48,Pass
74,55,2,6.9,4.0,Low,High,Limited,DayScholar,31,Yes,44,Pass
99,90,9,1.9,7.0,Medium,Low,Limited,DayScholar,97,No,45,Pass
98,100,4,5.8,4.1,High,Low,Limited,Hosteller,74,No,69,Pass
79,62,9,9.5,8.7,High,Low,Unlimited,Hosteller,22,Yes,36,Pass
100,75,5,3.4,4.4,High,High,Unlimited,Hosteller,28,No,48,Pass
95,79,1,1.3,8.7,High,High,Limited,DayScholar,111,Yes,49,Pass
49,81,7,6.5,4.3,Medium,High,Limited,Hosteller,92,No,26,Fail
89,61,9,5.4,6.1,High,Low,Limited,DayScholar,97,Yes,35,Pass
88,92,3,1.3,7.3,Medium,Medium,Unlimited,Hosteller,109,Yes,51,Pass
94,60,1,9.9,9.5,Low,Medium,Limited,Hosteller,45,Yes,64,Pass
63,94,1,6.3,4.8,Medium,High,Unlimited,Hosteller,5,Yes,38,Pass
39,86,6,7.9,3.9,Medium,High,Limited,Hosteller,3,No,25,Fail
68,86,3,6.2,9.3,High,Low,Unlimited,DayScholar,50,No,47,Pass
88,75,8,6.6,6.1,Medium,Low,Limited,DayScholar,27,Yes,51,Pass
73,80,1,2.1,6.2,Low,Medium,Limited,Hosteller,60,Yes,42,Pass
70,74,0,2.5,9.0,Low,Medium,Unlimited,DayScholar,50,No,44,Pass
86,99,0,5.4,7.2,Medium,High,Unlimited,DayScholar,40,No,68,Pass
45,95,2,7.5,9.0,Medium,Medium,Unlimited,DayScholar,66,Yes,30,Fail
56,67,2,6.8,9.2,Low,Medium,Unlimited,Hosteller,12,Yes,33,Fail
89,98,7,6.9,3.9,Medium,Low,Limited,DayScholar,6,Yes,56,Pass
96,50,3,6.7,7.1,High,Medium,Limited,DayScholar,79,No,53,Pass
53,52,5,9.9,4.8,Medium,Low,Unlimited,Hosteller,104,Yes,30,Fail
78,50,1,6.4,9.5,High,Low,Limited,DayScholar,71,No,35,Pass
100,90,2,6.9,4.9,Medium,High,Limited,Hosteller,101,Yes,66,Pass
93,84,7,4.3,8.4,High,Medium,Unlimited,Hosteller,27,No,53,Pass
82,75,2,9.0,8.0,High,Low,Limited,Hosteller,55,Yes,54,Pass
30,99,2,4.5,5.5,High,Medium,Limited,Hosteller,26,Yes,17,Fail
91,83,4,0.1,7.9,Low,Low,Limited,Hosteller,70,Yes,47,Pass
41,94,1,1.3,8.5,Medium,Medium,Limited,Hosteller,26,No,25,Fail
47,85,5,3.7,6.5,High,Low,Unlimited,DayScholar,6,No,24,Fail
88,90,5,7.8,8.2,Medium,Medium,Unlimited,Hosteller,109,No,57,Pass
100,63,9,7.0,5.6,Medium,Low,Unlimited,Hosteller,76,No,53,Pass
81,73,6,5.9,4.5,Low,High,Unlimited,DayScholar,7,No,41,Pass
90,85,4,6.5,5.8,Medium,Low,Unlimited,DayScholar,66,Yes,56,Pass
92,93,6,8.5,3.1,Low,Medium,Limited,Hosteller,13,Yes,57,Pass
73,66,2,5.8,6.2,Medium,Medium,Limited,Hosteller,14,No,48,Pass
41,95,4,7.2,8.4,Medium,Low,Unlimited,DayScholar,85,No,34,Fail
93,52,5,3.1,4.6,Medium,High,Unlimited,Hosteller,96,No,38,Pass
45,99,2,7.1,6.0,High,Low,Limited,DayScholar,24,Yes,29,Fail
62,77,4,9.3,3.7,Medium,High,Unlimited,Hosteller,100,Yes,38,Pass
30,57,7,8.8,5.4,Medium,Low,Limited,Hosteller,8,Yes,13,Fail
78,58,3,7.8,8.9,Low,Low,Unlimited,Hosteller,64,No,49,Pass
37,95,0,9.9,6.7,Medium,Medium,Limited,Hosteller,23,Yes,42,Pass
79,90,8,0.3,7.1,Low,Low,Unlimited,Hosteller,56,No,36,Pass
90,99,10,1.3,3.6,Low,High,Unlimited,DayScholar,103,Yes,35,Pass
78,89,2,5.4,8.1,High,Low,Unlimited,DayScholar,38,No,56,Pass
80,57,0,9.0,4.4,Low,Medium,Limited,Hosteller,81,No,55,Pass
73,84,0,9.2,4.6,High,High,Limited,Hosteller,58,Yes,41,Pass
76,76,3,3.1,3.2,High,High,Limited,DayScholar,21,No,39,Pass
95,58,8,3.1,9.7,Low,High,Limited,DayScholar,72,Yes,37,Pass
82,53,2,3.0,5.3,Medium,Medium,Unlimited,DayScholar,115,Yes,36,Pass
59,71,3,7.8,8.0,Low,Medium,Limited,DayScholar,24,Yes,35,Pass
87,77,7,7.3,3.6,Low,Low,Limited,DayScholar,38,Yes,59,Pass
94,90,6,6.4,5.6,High,High,Limited,DayScholar,80,Yes,41,Pass
45,89,4,2.1,5.3,Low,Medium,Unlimited,Hosteller,83,Yes,25,Fail
45,76,5,3.1,8.0,Low,Medium,Unlimited,Hosteller,20,No,20,Fail
81,73,6,4.6,8.5,Medium,Low,Limited,DayScholar,15,No,51,Pass
97,97,3,6.6,5.3,Low,Low,Unlimited,Hosteller,98,Yes,61,Pass
98,85,8,0.1,9.0,Low,Low,Limited,DayScholar,18,No,51,Pass
73,96,0,0.0,7.5,High,Medium,Limited,DayScholar,3,Yes,43,Pass
85,85,6,6.0,5.5,Low,Medium,Unlimited,Hosteller,40,Yes,46,Pass
79,83,2,2.4,5.6,High,Low,Limited,DayScholar,92,No,41,Pass
81,76,0,3.9,6.7,High,High,Unlimited,Hosteller,46,No,44,Pass
91,97,10,1.9,9.4,Medium,Low,Unlimited,DayScholar,30,Yes,49,Pass
70,94,0,8.4,4.9,High,Medium,Limited,DayScholar,2,Yes,51,Pass
64,89,6,5.4,8.3,High,Medium,Unlimited,DayScholar,11,Yes,35,Pass
100,97,2,3.1,5.6,High,High,Limited,Hosteller,48,Yes,49,Pass
78,89,8,6.5,6.9,High,Low,Limited,DayScholar,0,No,46,Pass
60,89,0,5.6,6.2,Medium,Low,Limited,Hosteller,95,Yes,45,Pass
82,88,6,7.5,5.6,Low,Low,Unlimited,Hosteller,58,Yes,50,Pass
82,78,4,4.8,6.5,Medium,Low,Unlimited,Hosteller,61,Yes,47,Pass
86,75,5,9.9,3.4,Medium,Medium,Limited,DayScholar,28,Yes,55,Pass
68,92,1,1.9,4.1,Low,Low,Unlimited,DayScholar,118,No,50,Pass
96,64,9,7.1,7.1,Low,Low,Limited,Hosteller,5,Yes,46,Pass
100,89,4,1.4,4.7,High,Medium,Limited,DayScholar,69,Yes,49,Pass
98,92,3,0.8,7.7,Medium,Medium,Limited,DayScholar,47,Yes,52,Pass
45,50,1,6.0,5.4,High,Low,Limited,Hosteller,41,No,30,Fail
84,90,10,2.2,4.8,Low,Low,Limited,Hosteller,40,Yes,40,Pass
30,96,0,6.5,7.9,Medium,High,Unlimited,Hosteller,21,Yes,19,Fail
72,84,0,0.7,5.0,Low,Low,Unlimited,Hosteller,76,No,44,Pass
92,85,9,3.0,6.1,Medium,Medium,Unlimited,Hosteller,69,No,50,Pass
84,51,0,9.0,7.9,Low,Medium,Unlimited,Hosteller,113,Yes,54,Pass
92,81,4,2.1,5.1,Low,Medium,Limited,DayScholar,17,Yes,58,Pass
51,52,2,7.4,6.5,Low,High,Unlimited,DayScholar,23,No,32,Fail
70,78,7,8.2,9.5,Low,Medium,Limited,DayScholar,27,No,52,Pass
87,77,4,2.1,9.1,Low,Low,Limited,DayScholar,33,Yes,49,Pass
95,77,7,8.6,8.9,Medium,High,Unlimited,DayScholar,71,No,54,Pass
92,92,9,7.8,9.2,Medium,Medium,Unlimited,Hosteller,118,Yes,41,Pass
97,88,1,4.6,9.9,Medium,Low,Limited,DayScholar,80,No,68,Pass
76,80,6,1.5,8.3,High,Low,Limited,DayScholar,14,Yes,44,Pass
92,70,6,8.1,4.7,High,Low,Limited,Hosteller,79,Yes,36,Pass
93,59,4,2.6,8.1,Low,High,Unlimited,Hosteller,90,Yes,44,Pass
35,69,8,8.0,8.8,Medium,Low,Limited,Hosteller,38,Yes,10,Fail
80,76,3,4.2,7.4,Medium,Medium,Unlimited,DayScholar,16,Yes,46,Pass
97,67,5,5.0,6.7,High,Low,Unlimited,DayScholar,6,No,55,Pass
72,87,2,4.1,7.0,Medium,Medium,Limited,Hosteller,94,Yes,48,Pass
40,82,1,9.9,7.0,Medium,Medium,Unlimited,Hosteller,53,No,35,Pass
33,75,3,2.8,5.4,High,High,Limited,DayScholar,18,No,11,Fail
94,71,5,2.0,8.8,Low,High,Unlimited,Hosteller,60,No,48,Pass
44,77,1,8.8,6.1,Medium,High,Unlimited,DayScholar,64,No,31,Fail
73,59,6,10.0,8.6,Low,High,Unlimited,DayScholar,25,No,48,Pass
38,69,3,2.1,8.3,Low,Low,Unlimited,DayScholar,105,No,13,Fail
98,79,1,4.2,8.4,High,High,Unlimited,Hosteller,99,No,53,Pass
100,80,9,3.4,3.0,Medium,Low,Unlimited,DayScholar,113,No,46,Pass
32,51,0,6.1,7.1,High,High,Unlimited,Hosteller,0,No,10,Fail
89,58,1,8.0,5.7,High,High,Limited,DayScholar,116,Yes,48,Pass
98,86,4,3.2,7.4,High,Low,Limited,DayScholar,116,Yes,48,Pass
79,72,2,6.3,9.7,Medium,Medium,Limited,Hosteller,83,Yes,40,Pass
48,94,8,8.4,4.0,Medium,Medium,Unlimited,Hosteller,28,Yes,32,Fail
36,91,0,2.5,4.8,Low,Low,Limited,Hosteller,65,No,24,Fail
30,78,6,9.7,4.3,Medium,High,Unlimited,DayScholar,41,Yes,13,Fail
79,94,6,9.8,3.7,Low,Medium,Unlimited,Hosteller,88,Yes,40,Pass
99,58,5,5.5,9.3,Medium,Low,Unlimited,Hosteller,98,No,41,Pass
63,96,2,3.7,6.0,Medium,Low,Unlimited,DayScholar,69,Yes,41,Pass
86,56,0,0.7,8.3,Low,Medium,Limited,Hosteller,72,No,39,Pass
43,83,5,8.5,5.1,Low,Low,Limited,Hosteller,44,No,33,Fail
31,80,2,1.2,9.0,Low,Low,Unlimited,DayScholar,42,Yes,13,Fail
61,76,1,9.5,5.0,High,High,Limited,Hosteller,103,No,39,Pass
75,95,4,7.5,9.6,Medium,Low,Unlimited,Hosteller,102,Yes,38,Pass
91,50,1,1.2,6.8,Medium,High,Limited,DayScholar,76,No,45,Pass
81,87,0,9.7,4.7,Medium,High,Unlimited,Hosteller,104,No,62,Pass
66,98,4,8.9,8.2,High,Medium,Limited,Hosteller,10,Yes,42,Pass
72,84,6,9.3,5.1,Low,Medium,Limited,DayScholar,7,No,52,Pass
38,93,2,2.8,9.5,Medium,Medium,Limited,Hosteller,50,No,23,Fail
35,95,2,0.8,6.0,Low,Medium,Limited,DayScholar,1,No,16,Fail
53,89,1,7.3,4.6,Medium,Medium,Limited,Hosteller,56,Yes,34,Fail
69,52,1,8.3,3.5,Medium,Medium,Unlimited,Hosteller,13,Yes,42,Pass
81,89,8,1.5,8.4,Low,Low,Limited,Hosteller,13,Yes,46,Pass
87,85,5,1.0,8.6,Low,Medium,Limited,DayScholar,114,Yes,53,Pass
97,95,2,8.8,6.4,High,Medium,Unlimited,DayScholar,85,No,71,Pass
73,51,4,9.6,8.0,Medium,Low,Unlimited,DayScholar,44,Yes,44,Pass
88,80,10,5.5,4.3,High,Low,Unlimited,Hosteller,52,Yes,39,Pass
96,72,10,2.8,7.4,High,Medium,Limited,DayScholar,12,Yes,35,Pass
88,61,6,7.9,4.4,High,Low,Limited,Hosteller,116,No,37,Pass
82,87,10,6.2,8.9,High,Medium,Limited,Hosteller,2,No,50,Pass
31,98,10,9.1,4.8,Low,Medium,Limited,DayScholar,47,Yes,25,Fail
31,78,2,2.0,7.4,Low,Low,Limited,DayScholar,101,Yes,14,Fail
80,99,4,5.6,7.6,High,High,Limited,DayScholar,7,Yes,49,Pass
76,68,8,7.8,4.2,Low,Low,Unlimited,Hosteller,17,No,45,Pass
73,62,1,8.0,4.2,Low,Medium,Unlimited,DayScholar,83,Yes,47,Pass
64,74,0,5.8,9.3,Low,Medium,Unlimited,Hosteller,107,No,36,Pass
49,81,4,9.5,6.4,Medium,Medium,Limited,DayScholar,3,Yes,40,Pass
94,69,7,7.1,6.2,Low,Low,Limited,DayScholar,106,Yes,58,Pass
76,88,0,1.7,9.0,High,Medium,Unlimited,DayScholar,96,No,45,Pass
86,59,10,5.1,9.3,Low,Low,Limited,DayScholar,12,No,43,Pass
90,58,0,2.2,8.9,Medium,Low,Limited,DayScholar,118,No,58,Pass
